question_id,grounding_grounding_sam,grounding_grounding_sam_processed,grounding_grounding_sam_mean,grounding_qwen_vl,grounding_qwen_vl_processed,grounding_qwen_vl_mean,grounding_llama32_11b,grounding_llama32_11b_processed,grounding_llama32_11b_mean
229946006,"[0.4287714958190918, 0.4820786416530609, 0.5978426933288574, 0.6655192375183105, 0.5931969285011292, 0.5931969285011292, 0.5931969285011292, 0.38954654335975647, 0.4287714958190918, 0.4287714958190918, 0.5931969285011292, 0.4287714958190918, 0.5931969285011292, 0.7390459179878235, 0.4287714958190918, 0.4626854658126831, 0.6094079613685608, 0.4626854658126831, 0.5931969285011292, 0.4626854658126831]","[0.4287714958190918, 0.4820786416530609, 0.5978426933288574, 0.6655192375183105, 0.5931969285011292, 0.5931969285011292, 0.5931969285011292, 0.38954654335975647, 0.4287714958190918, 0.4287714958190918, 0.5931969285011292, 0.4287714958190918, 0.5931969285011292, 0.7390459179878235, 0.4287714958190918, 0.4626854658126831, 0.6094079613685608, 0.4626854658126831, 0.5931969285011292, 0.4626854658126831]",0.5287268221378326,"['No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes']",0.85
229968004,"[0.8824278712272644, 0.5351287722587585, 0.457318514585495, 0.7536479830741882, 0.8156734108924866, 0.5969619154930115, 0.8335957527160645, 0.8739697337150574, 0.513866662979126, 0.519201397895813, 0.6417592167854309, 0.8718026280403137, 0.5157418847084045, 0.5925487279891968, 0.544407844543457, 0.7346910238265991, 0.8654516339302063, 0.8757869601249695, 0.8211875557899475, 0.45541051030158997]","[0.8824278712272644, 0.5351287722587585, 0.457318514585495, 0.7536479830741882, 0.8156734108924866, 0.5969619154930115, 0.8335957527160645, 0.8739697337150574, 0.513866662979126, 0.519201397895813, 0.6417592167854309, 0.8718026280403137, 0.5157418847084045, 0.5925487279891968, 0.544407844543457, 0.7346910238265991, 0.8654516339302063, 0.8757869601249695, 0.8211875557899475, 0.45541051030158997]",0.685029000043869,"['Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>']","['yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes']",0.8,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0
231097029,"[0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.49398836493492126, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466]","[0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.49398836493492126, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466, 0.31384021043777466]",0.32284761816263197,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.05,"['No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",0.1
231568001,"[0.36806491017341614, 0.16398026049137115, 0.4317638576030731, 0.4417332112789154, 0.29421496391296387, 0.6213685870170593, 0.29421496391296387, 0.6108598113059998, 0.6213685870170593, 0.6108598113059998, 0.6295468807220459, 0.6095241904258728, 0.6213685870170593, 0.6108598113059998, 0.6108598113059998, 0.4562280774116516, 0.37926343083381653, 0.4525359272956848, 0.6095241904258728, 0.4417332112789154]","[0.36806491017341614, 0.16398026049137115, 0.4317638576030731, 0.4417332112789154, 0.29421496391296387, 0.6213685870170593, 0.29421496391296387, 0.6108598113059998, 0.6213685870170593, 0.6108598113059998, 0.6295468807220459, 0.6095241904258728, 0.6213685870170593, 0.6108598113059998, 0.6108598113059998, 0.4562280774116516, 0.37926343083381653, 0.4525359272956848, 0.6095241904258728, 0.4417332112789154]",0.493993654102087,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>']","['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no']",0.75
231942015,"[0.4176870882511139, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.42602306604385376, 0.42602306604385376, 0.4217304289340973, 0.42602306604385376, 0.42602306604385376, 0.328529417514801, 0.4217304289340973, 0.28527238965034485, 0.4217304289340973]","[0.4176870882511139, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.4217304289340973, 0.42602306604385376, 0.42602306604385376, 0.4217304289340973, 0.42602306604385376, 0.42602306604385376, 0.328529417514801, 0.4217304289340973, 0.28527238965034485, 0.4217304289340973]",0.41090383678674697,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes']",0.95
232073000,"[0.4020985960960388, 0.584567666053772, 0.5307533740997314, 0.40568414330482483, 0.5140496492385864, 0.536191463470459, 0.575766921043396, 0.38416099548339844, 0.6087103486061096, 0.47519436478614807, 0.5117318630218506, 0.4467059075832367, 0.5378304123878479, 0.5519661903381348, 0.4730181396007538, 0.613873302936554, 0.35779187083244324, 0.5951396822929382, 0.5166869163513184, 0.7028360962867737]","[0.4020985960960388, 0.584567666053772, 0.5307533740997314, 0.40568414330482483, 0.5140496492385864, 0.536191463470459, 0.575766921043396, 0.38416099548339844, 0.6087103486061096, 0.47519436478614807, 0.5117318630218506, 0.4467059075832367, 0.5378304123878479, 0.5519661903381348, 0.4730181396007538, 0.613873302936554, 0.35779187083244324, 0.5951396822929382, 0.5166869163513184, 0.7028360962867737]",0.5162378951907158,"['Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>']","['yes', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'yes']",0.5,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",0.85
232223001,"[0.8113772869110107, 0.34764784574508667, 0.8473372459411621, 0.553595781326294, 0.4443236291408539, 0.4180434048175812, 0.4892289936542511, 0.36761075258255005, 0.7885831594467163, 0.40421342849731445, 0.4238753318786621, 0.40474268794059753, 0.5818377733230591, 0.7885831594467163, 0.5594705939292908, 0.819604754447937, 0.3876323699951172, 0.7885831594467163, 0.4532316029071808, 0.43776339292526245]","[0.8113772869110107, 0.34764784574508667, 0.8473372459411621, 0.553595781326294, 0.4443236291408539, 0.4180434048175812, 0.4892289936542511, 0.36761075258255005, 0.7885831594467163, 0.40421342849731445, 0.4238753318786621, 0.40474268794059753, 0.5818377733230591, 0.7885831594467163, 0.5594705939292908, 0.819604754447937, 0.3876323699951172, 0.7885831594467163, 0.4532316029071808, 0.43776339292526245]",0.555864317715168,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes']",0.2,"['Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'no', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes']",0.65
232563001,"[0.1796744465827942, 0.1796744465827942, 0.1796744465827942, 0.1796744465827942, 0.6825737357139587, 0.1796744465827942, 0.1796744465827942, 0.7527403235435486, 0.6712551116943359, 0.6825737357139587, 0.8056321740150452, 0.1796744465827942, 0.1796744465827942, 0.6101050972938538, 0.6825737357139587, 0.4863925576210022, 0.5400750041007996, 0.1796744465827942, 0.8056321740150452, 0.1796744465827942]","[0.1796744465827942, 0.1796744465827942, 0.1796744465827942, 0.1796744465827942, 0.6825737357139587, 0.1796744465827942, 0.1796744465827942, 0.7527403235435486, 0.6712551116943359, 0.6825737357139587, 0.8056321740150452, 0.1796744465827942, 0.1796744465827942, 0.6101050972938538, 0.6825737357139587, 0.4863925576210022, 0.5400750041007996, 0.1796744465827942, 0.8056321740150452, 0.1796744465827942]",0.42581490576267245,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.05,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",0.9
233915004,"[0.7876046895980835, 0.7283620238304138, 0.7283620238304138, 0.689619243144989, 0.7284586429595947, 0.7117315530776978, 0.7498207092285156, 0.7498207092285156, 0.6141626238822937, 0.7570766806602478, 0.7284586429595947, 0.7183968424797058, 0.7160201072692871, 0.689619243144989, 0.769253671169281, 0.7742421627044678, 0.7117315530776978, 0.8392075896263123, 0.840520977973938, 0.7426084280014038]","[0.7876046895980835, 0.7283620238304138, 0.7283620238304138, 0.689619243144989, 0.7284586429595947, 0.7117315530776978, 0.7498207092285156, 0.7498207092285156, 0.6141626238822937, 0.7570766806602478, 0.7284586429595947, 0.7183968424797058, 0.7160201072692871, 0.689619243144989, 0.769253671169281, 0.7742421627044678, 0.7117315530776978, 0.8392075896263123, 0.840520977973938, 0.7426084280014038]",0.7387539058923721,"['Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes']",0.1,"['Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'yes']",0.7
233994004,"[0.5167326331138611, 0.20850105583667755, 0.544135332107544, 0.4703412652015686, 0.33742183446884155, 0.423517644405365, 0.368632972240448, 0.20850105583667755, 0.6619228720664978, 0.5478571653366089, 0.5059201121330261, 0.5319085121154785, 0.4703412652015686, 0.6101050972938538, 0.5101380944252014, 0.6237207055091858, 0.4372827410697937, 0.5712285041809082, 0.3901272416114807, 0.20850105583667755]","[0.5167326331138611, 0.20850105583667755, 0.544135332107544, 0.4703412652015686, 0.33742183446884155, 0.423517644405365, 0.368632972240448, 0.20850105583667755, 0.6619228720664978, 0.5478571653366089, 0.5059201121330261, 0.5319085121154785, 0.4703412652015686, 0.6101050972938538, 0.5101380944252014, 0.6237207055091858, 0.4372827410697937, 0.5712285041809082, 0.3901272416114807, 0.20850105583667755]",0.45734185799956323,"['Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no']",0.6,"['Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'no', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes']",0.55
235340000,"[0.8410438895225525, 0.47702115774154663, 0.7816640734672546, 0.5732006430625916, 0.7472472190856934, 0.8409132957458496, 0.87716144323349, 0.8824278712272644, 0.8432507514953613, 0.854520857334137, 0.8142006397247314, 0.8335957527160645, 0.8410438895225525, 0.8286616206169128, 0.8910549879074097, 0.7373473048210144, 0.8505927920341492, 0.7816640734672546, 0.814643383026123, 0.671470582485199]","[0.8410438895225525, 0.47702115774154663, 0.7816640734672546, 0.5732006430625916, 0.7472472190856934, 0.8409132957458496, 0.87716144323349, 0.8824278712272644, 0.8432507514953613, 0.854520857334137, 0.8142006397247314, 0.8335957527160645, 0.8410438895225525, 0.8286616206169128, 0.8910549879074097, 0.7373473048210144, 0.8505927920341492, 0.7816640734672546, 0.814643383026123, 0.671470582485199]",0.7891363114118576,"['No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>']","['no', 'no', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'yes']",0.5,"['Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>']","['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'no', 'no', 'yes']",0.35
235621001,"[0.604807436466217, 0.368632972240448, 0.368632972240448, 0.5314525961875916, 0.4543208181858063, 0.6556668281555176, 0.368632972240448, 0.499622106552124, 0.368632972240448, 0.5794599056243896, 0.6045740246772766, 0.5028076171875, 0.5028076171875, 0.368632972240448, 0.5028076171875, 0.368632972240448, 0.47078219056129456, 0.368632972240448, 0.368632972240448, 0.44155263900756836]","[0.604807436466217, 0.368632972240448, 0.368632972240448, 0.5314525961875916, 0.4543208181858063, 0.6556668281555176, 0.368632972240448, 0.499622106552124, 0.368632972240448, 0.5794599056243896, 0.6045740246772766, 0.5028076171875, 0.5028076171875, 0.368632972240448, 0.5028076171875, 0.368632972240448, 0.47078219056129456, 0.368632972240448, 0.368632972240448, 0.44155263900756836]",0.4649862587451935,"['Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>']","['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes']",0.55,"['Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'Yes<|eot_id|>', 'Yes<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'Yes.<|eot_id|>', 'Yes.<|eot_id|>', 'No<|eot_id|>', 'No<|eot_id|>']","['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'no']",0.6
