question_id,predictive_entropy,lexical_similarity,semantic_entropy,num_clusters,responses,resp_log_probs,question
409052002,2.498954555355984,0.8639581204455345,0.09543428427288009,2,"['The name ""KLM"" is advertised on the side of the aircraft.', 'The airline advertised on the side of the aircraft is ""KLM.""', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM-Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM (Royal Dutch Airlines).', 'The side of the aircraft advertises KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM (Royal Dutch Airlines).', 'KLM Royal Dutch Airlines is advertised on the side of the aircraft.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'KLM Royal Dutch Airlines is advertised on the side of the aircraft.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is Klm Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM Royal Dutch Airlines.', 'The airline advertised on the side of the aircraft is KLM-Royal Dutch Airlines.']","[-5.845093727111816, -6.420361518859863, -0.7166236042976379, -0.7166236042976379, -2.747248649597168, -0.7166236042976379, -0.7166236042976379, -0.7166236042976379, -5.432466506958008, -5.615701675415039, -5.432466506958008, -3.189812660217285, -0.7166236042976379, -0.7166236042976379, -3.189812660217285, -0.7166236042976379, -2.44832706451416, -0.7166236042976379, -0.7166236042976379, -2.747248649597168]",What airline is advertised on the side of the aircraft?
409345000,2.088569304729236,0.5939627865952656,1.210488931857792,14,"['There are six children on the half pipe.', 'There are six children on the half pipe, with three of them riding skateboards and three of them riding bicycles.', 'There are a total of seven kids on the half pipe.', 'There are four children on the half pipe, with two of them actively skateboarding and two others watching.', 'There are four children on the half pipe.', 'There are three children on the half pipe.', 'There are four children on the half pipe.', 'There are several children on the half pipe, with at least nine individuals present in the image.', 'I cannot provide an exact number of children on the half pipe without seeing the image. However, it is clear that there are multiple children participating in the skateboarding event at the skate park.', 'There are six children on the half pipe.', 'There are 9 children on the half pipe.', 'There are three children on the half pipe.', 'There are four children on the half pipe, and they are practicing skateboarding tricks.', 'There is a group of children on the half pipe, but without knowing the exact number, I can say that there are multiple children riding skateboards on the ramp.', 'There are four children on the half pipe.', 'There are three children on the half pipe.', '1. There are three children on the half pipe.', 'There are three children on the half pipe, with one child riding a skateboard and the other two standing nearby.', 'There are a few children on the half pipe, as they are riding skateboards and enjoying their time at the skate park.', 'There are five children on the half pipe.']","[-3.0280420780181885, -12.181159019470215, -13.267097473144531, -12.45785903930664, -1.4759178161621094, -1.9013514518737793, -1.4759178161621094, -17.835325241088867, -17.353940963745117, -3.0280420780181885, -8.312280654907227, -1.9013514518737793, -13.320073127746582, -15.662993431091309, -1.4759178161621094, -1.9013514518737793, -5.587000370025635, -11.770401000976562, -13.64983081817627, -2.4622905254364014]",How many children are on the half pipe?
409603007,0.7380476797195249,0.2865400665701548,0.5458943508807687,12,"['It is not possible to definitively determine from the image whether the woman is a professional tennis player or just a recreational player. However, her presence on a tennis court, holding a racquet, and wearing a black and white tennis outfit suggests that she is likely to have some level of experience and skill in playing tennis. It is important to note that her skill level and professional status could be further assessed by observing her performance during a match or analyzing her technique and form.', 'The image shows a woman holding a tennis racket on a tennis court. While it is not possible to definitively determine her professional status from the image alone, her attire and presence on a tennis court suggest that she may have experience or interest in the sport. However, without further context or information, it is not possible to definitively conclude her professional status.', 'Based on the image, the woman is holding a tennis racket and is wearing a sports outfit, which includes a black shirt and a white skirt. She appears to be a tennis player and is likely participating in a tennis match. However, it is not possible to definitively determine if she is a professional tennis player from the image alone.', 'The woman is not a professional tennis player, as she is holding a tennis racket and standing on a tennis court, but she is not wearing any specific clothing or equipment that would indicate professional status.', 'Yes, the woman is a professional tennis player, as indicated by her attire and presence on a tennis court. She is holding a tennis racket and smiling, which suggests that she is confident and experienced in the sport. Her attire, which includes a black top and a white skirt, is typical of tennis players, further supporting the notion that she is a professional athlete.', ""The image shows a woman holding a tennis racket while standing on a tennis court. She is wearing a black and white outfit and holding a tennis ball in her hand. There is another person in the background who is also holding a tennis racket. While it's not possible to determine her professional status solely from the image, her attire and presence on a tennis court suggest that she may be a tennis player or at least familiar with the sport."", 'It is not possible to definitively determine from the image whether the woman is a professional tennis player or not. However, she is holding a tennis racket and appears to be on a tennis court, which could suggest that she might be skilled or experienced in the sport. The presence of another person in the image could also indicate that they might be a coach or a fellow tennis player. To determine her skill level, more information about her performance or achievements would be needed.', 'It is not possible to definitively determine from the image whether the woman is a professional tennis player or not. However, her attire, which includes a black shirt and a white skirt, suggests that she might be dressed for a formal tennis event or competition. Her confident pose and the presence of a tennis racket in her hand also imply that she could be a skilled tennis player, but her professional status cannot be confirmed with certainty from the image alone.', 'No, the woman is not a professional tennis player. She is a tennis player, but she is not a professional athlete.', 'Based on the image, it is difficult to determine if the woman is a professional tennis player or not. However, her attire, such as her black shirt and white skirt, suggests that she might be a tennis player. Her presence on a tennis court and holding a tennis racket also indicate her involvement in the sport. To determine her status as a professional, one would need more information or context beyond the image.', 'Based on the image, it is difficult to determine if the woman is a professional tennis player. However, she is holding a tennis racket and is on a tennis court, which suggests that she has some experience in the sport. It is possible that she could be a professional or a skilled amateur.', 'Based on the image, it is not possible to definitively determine whether the woman is a professional tennis player or not. However, she is wearing a black shirt, white skirt, and holding a tennis racquet, which suggests that she is actively engaged in the sport. It is also important to note that she is on a tennis court, which is a common environment for professional players.', 'No, the woman is not a professional tennis player. She is a young lady holding a tennis racket on a tennis court.', 'Based on the image, it is not possible to definitively determine whether the woman is a professional tennis player or not. However, her attire, including the black tennis outfit, and the fact that she is holding a tennis racket suggest that she is actively involved in the sport. It is possible that she could be a professional, but without more context or information, we cannot confirm this.', ""While it is not possible to definitively determine the woman's skill level as a tennis player from the image alone, her attire, posture, and presence on a tennis court suggest that she might be skilled or at least familiar with the sport. The woman is wearing a tennis outfit, holding a tennis racquet, and appears to be in a ready stance, which could indicate that she is actively engaged in a tennis practice or match. Her presence on a tennis court further supports the idea that she is a tennis player. However, without more information or context, it is not possible to definitively determine her skill level as a professional."", 'Yes, the woman is a tennis pro.', 'Based on the image, it is not possible to definitively determine whether the woman is a professional tennis player or not. However, her attire and the presence of a tennis racket suggest that she is likely involved in the sport. The woman is wearing a black shirt and a white skirt and appears to be holding a tennis racket. It is important to note that attire and equipment alone do not necessarily indicate professional status, as amateur players can also wear similar clothing and use similar equipment. To determine if the woman is a professional, one would need more information, such as her ranking, tournament appearances, or sponsorships.', 'Based on the image, it is not possible to definitively determine if the woman is a professional tennis player or not. However, the fact that she is holding a tennis racket, wearing a black and white dress, and is on a tennis court suggests that she might be a professional or at least an experienced player. The presence of other people in the image, some of whom could be her teammates or opponents, further supports the idea that she might be involved in a competitive tennis event or practice.', 'No', 'Yes']","[-49.72666549682617, -32.15233612060547, -28.330114364624023, -22.026309967041016, -30.27922821044922, -40.452720642089844, -36.73344421386719, -47.45549774169922, -12.998939514160156, -35.00086212158203, -19.303916931152344, -27.704957962036133, -10.165976524353027, -33.50751495361328, -63.45771789550781, -5.427308559417725, -46.14360046386719, -42.87039566040039, -3.739715337753296, -2.699477195739746]",Is the woman a pro?
409667002,2.4730034655821282,0.41357309286543564,0.8163387628164904,8,"['Yes, a pitcher from the Giants is playing on the field.', ""Yes, the Giants are playing baseball. In the image, two baseball players are standing at the pitcher's mound, ready to throw the ball. One of them is a pitcher, and the other is a catcher, both wearing their respective team uniforms."", 'Yes, the Giants are playing baseball on the field.', 'Yes, the Giants are playing baseball on the field.', 'Yes', 'Yes, the Giants are playing baseball on the field.', 'Yes, the Giants are playing baseball.', 'Yes, the Giants are playing a baseball game on the field.', 'Yes, the Giants are playing baseball. In the image, there are two baseball players on the field. One of them is a pitcher, and the other is a catcher, both in their respective positions.', 'No, the Giants are not playing. The image shows a couple of baseball players on the field, one bending over and the other standing, but there is no indication of a game in progress.', 'No', 'Yes', 'No, the Giants are not playing. In the image, one of the baseball players is pitching a ball, and the other is playing catch. They are practicing on a baseball field, which suggests that they might be warming up or working on their skills before the actual game begins.', 'Yes, the Giants are playing baseball on the field.', 'Yes, the Giants are playing a game of baseball.', 'Yes, the Giants are playing baseball.', 'Yes, the Giants are playing baseball.', 'Yes', 'Yes, the Giants are playing a baseball game.', 'Yes, the Giants are playing in the baseball game.']","[-17.097557067871094, -34.36001968383789, -1.7523349523544312, -1.7523349523544312, -1.8594307899475098, -1.7523349523544312, -2.7118887901306152, -3.925229549407959, -16.894044876098633, -29.577068328857422, -4.025269031524658, -1.8594307899475098, -34.48020553588867, -1.7523349523544312, -4.034467697143555, -2.7118887901306152, -2.7118887901306152, -1.8594307899475098, -2.771514415740967, -3.852304697036743]",Are the giants playing?
409856002,2.2569321995635394,0.5209141720583932,0.5728345958228677,6,"['Yes, it is a steam engine moving along the tracks.', 'Yes, it is a steam engine, and it is traveling on the train tracks next to a station.', 'Yes, it is a steam engine.', 'Yes, it is a steam engine train traveling down the tracks.', 'Yes, it is a steam engine.', 'Yes, it is a steam engine.', 'Yes, the train in the image is a steam engine.', 'Yes, it is a steam engine.', 'Yes, the image features a steam engine train traveling down the tracks.', 'Yes', 'Yes, it is a steam engine, which is a type of train that uses steam power to move.', 'Yes, it is a steam engine as it is a black and red train with steam coming out of it.', 'Yes', 'Yes, the image shows a steam engine train traveling down the tracks.', 'Yes, it is a steam engine.', 'Yes, it is a steam engine.', 'Yes, it is a steam engine train that is traveling down the tracks.', 'Yes, it is a steam engine train moving down the track.', 'Yes, it is a steam engine traveling on the tracks.', 'Yes']","[-6.359603404998779, -15.520052909851074, -1.6745353937149048, -3.211198329925537, -1.6745353937149048, -1.6745353937149048, -3.135314464569092, -5.010020732879639, -5.1310882568359375, -1.3528708219528198, -8.625399589538574, -15.707423210144043, -1.3528708219528198, -5.046567440032959, -1.6745353937149048, -1.6745353937149048, -6.911571979522705, -8.756342887878418, -5.789642333984375, -1.3528708219528198]",Is that a steam engine?
410168002,2.81332643735817,0.6760233918128655,0.40840109828419113,3,"['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes, the dog is on the ground.', 'Yes', 'Yes, the dog is on the ground, sitting or laying down.']","[-0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -2.6897003650665283, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -0.17489691078662872, -2.6897003650665283, -4.282853603363037, -0.17489691078662872, -7.483128547668457]",Is the dog on the ground?
410225020,2.0619937823224492,0.4785176698139778,1.112946168264567,11,"['The object has the Apple logo written on it, indicating that it is an Apple product.', '1. The cup has a red and white design, with the lettering ""Fuji"" written on it.', 'The object has the Apple logo on it.', 'The object has the lettering ""iPhone"" on it.', 'The lettering ""i"" and ""o"" are written on the object, which is a cup of coffee.', 'The object has a red cup with the lettering ""H&M"" on it.', 'The object has writing on it, but the specific brand or lettering is not provided.', 'The brand name or lettering on the object is ""Apple.""', 'The object has the Apple logo written on it.', 'The object has the Apple logo on it, indicating that it is an Apple product.', 'The brand name or lettering on the object is ""Apple.""', 'The object has the Apple logo written on it.', 'There is a container of yogurt with the lettering ""Yoplait"" written on it.', 'The cup has the word ""Apple"" written on it, indicating that it is a cup from Apple Inc.', 'The object has ""Apple"" written on it.', 'The object has the lettering ""Apple"" on it.', 'The cup has the lettering ""i"" and ""h"" on it.', 'The object in the image has the word ""Apple"" written on it.', 'The object has the Apple logo on it.', 'The lettering on the object is Apple.']","[-5.559061050415039, -33.736572265625, -2.929185152053833, -4.4113993644714355, -12.260979652404785, -9.72927474975586, -17.810583114624023, -3.592008113861084, -2.7758917808532715, -5.180910110473633, -3.592008113861084, -2.7758917808532715, -16.571645736694336, -11.663492202758789, -5.746021270751953, -5.410805702209473, -6.935741901397705, -6.654153823852539, -2.929185152053833, -8.866479873657227]",What brand name or lettering is written on the object?
410810002,2.2655862361709023,0.569921589986269,0.6708708704793285,7,"['The words ""CARAT 2015"" are written on the cake.', 'The words ""CARAT 2015"" are written on the cake.', 'The words ""CARAT 2015"" are written on the cake.', 'The cake has a message saying ""CARAT 2013.""', 'The word ""CARAT"" is written on the cake.', 'The words ""CARAT 2015"" are written on the cake.', 'The cake has the year ""2015"" written on it.', 'The cake has the letters ""CARAT"" written on it.', 'The cake has ""CARAT 2015"" written on it.', 'The cake is decorated with a picture of a ship, the year 2015, and a ribbon.', 'The cake has the words ""CARAT 2015"" written on it.', 'The cake says ""CARAT 2015"" on it.', 'The cake has ""CARAT 2015"" written on it.', 'The cake has the words ""CARAT 2015"" written on it, which likely stands for ""Celebration at Sea 2015.""', 'The words ""CARAT 2015"" are written on the cake.', 'The cake has the letters ""CARAT"" written on it.', 'The cake has the words ""CARAT 2015"" written on it.', 'The words ""CARAT 2015"" are written on the cake.', 'The cake has the words ""CARAT 2015"" written on it.', 'The cake has the words ""CARAT 2015"" written on it, which indicates that it is a celebration for the year 2015. The cake is being cut by a group of men in military uniforms, suggesting that the event might be related to a military ceremony or celebration.']","[-2.735783100128174, -2.735783100128174, -2.735783100128174, -14.127470016479492, -3.2802212238311768, -2.735783100128174, -4.438906669616699, -6.2014265060424805, -2.5457088947296143, -20.984935760498047, -1.211845874786377, -4.627204895019531, -2.5457088947296143, -13.852322578430176, -2.735783100128174, -6.2014265060424805, -1.211845874786377, -2.735783100128174, -1.211845874786377, -25.12879753112793]",What is written on the cake?
411282008,2.1572149534503713,0.2646215658124917,2.008670167981777,15,"['There are four slices of pizza visible in the image.', 'There are 8 slices shown in the image.', 'There are four slices of pizza shown in the image.', 'The image shows a close-up view of a single slice of pizza.', 'There are four slices of pizza shown in the image.', '12', 'The image shows a pizza with several slices missing, indicating that some slices have already been taken out. However, the exact number of slices cannot be determined without more information.', '10', 'The image shows a close-up of a pizza with several slices missing, indicating that it has been partially eaten.', '11', 'There are five slices of pizza shown in the image.', 'There are four slices shown in the image, each with different toppings.', 'There are 12 slices shown in the image.', 'Answer: 8', 'How many slices are shown?', 'There are six slices of pizza shown in the image.', '16', 'There are four slices of pizza shown in the image.', 'There are four slices of pizza shown in the image.', 'How many slices are shown?']","[-4.152554035186768, -3.993330478668213, -1.9055522680282593, -5.171745777130127, -1.9055522680282593, -3.829817295074463, -10.706507682800293, -4.817509174346924, -6.884227752685547, -5.318365573883057, -4.751515865325928, -8.233901977539062, -6.495477199554443, -4.447610378265381, -3.7516252994537354, -3.276435136795044, -6.130964756011963, -1.9055522680282593, -1.9055522680282593, -3.7516252994537354]",How many slices are shown?
411282009,1.428461429025721,0.4082919662734763,1.0510102188653572,16,"['The pizza is topped with cheese, tomato slices, and basil, making it a delicious and colorful combination.', 'The pizza is topped with tomatoes, mozzarella cheese, and basil.', 'The pizza has tomatoes, basil, and chicken on it, along with the cheese.', 'The pizza is topped with various ingredients, including tomatoes, cheese, and possibly other vegetables. This combination of ingredients adds flavor and texture to the pizza, making it more visually appealing and satisfying to eat. The presence of tomatoes indicates that the pizza may have a slightly acidic or tangy taste, while the cheese provides a rich and creamy element. The other vegetables could contribute additional flavors, such as herbs or spices, to enhance the overall taste of the pizza.', 'The pizza has several toppings on it, including tomatoes and basil.', 'In addition to cheese, the pizza is topped with sauce and a variety of vegetables, making it a delicious and healthy meal option. The image shows the pizza sliced into pieces, ready to be enjoyed by the diners. The presence of these toppings, along with the cheese, contributes to the overall flavor and texture of the pizza, making it an appealing dish for those who appreciate a balance of taste and nutrition.', 'The pizza is topped with tomatoes, cheese, and basil.', 'The pizza has tomatoes, onions, and sausage on it, in addition to the cheese.', 'Apart from cheese, the pizza is topped with tomatoes, pepperoni, and basil.', 'The pizza has tomato sauce and cheese on it, apart from the cheese. The toppings on the pizza include tomatoes, oranges, and possibly onions.', 'The pizza is topped with various vegetables, including tomatoes, cheese, and sauce. The presence of these toppings adds a variety of flavors and textures to the pizza, making it a more satisfying and enjoyable meal for those who love vegetables and a good pizza. The combination of ingredients not only enhances the taste but also provides a balanced and nutritious option for those who prefer healthier food choices.', 'The pizza is topped with vegetables, including tomatoes, as well as cheese. The combination of these ingredients creates a delicious and flavorful dish.', 'The pizza has tomatoes, meat, and cheese on it.', 'The pizza has tomatoes and basil on it, in addition to the cheese.', 'The pizza is topped with tomatoes, cheese, and basil.', 'The pizza has pepperoni, tomatoes, and basil on it, in addition to the cheese.', 'The pizza has pepperoni, tomatoes, and basil on it, in addition to the cheese. It is a delicious combination of flavors and toppings.', 'The pizza has tomatoes, sausage, and basil on it, in addition to the cheese.', 'The pizza is topped with tomatoes, which are sliced, and basil.', 'The pizza has tomatoes on it, besides the cheese.']","[-18.43248748779297, -5.668925762176514, -11.734858512878418, -44.646907806396484, -8.514286041259766, -46.25065994262695, -2.878113269805908, -9.871511459350586, -7.033254146575928, -32.501766204833984, -46.350242614746094, -19.603336334228516, -8.793702125549316, -3.656954050064087, -2.878113269805908, -6.2572102546691895, -17.69550323486328, -7.0857439041137695, -13.870684623718262, -4.554708480834961]","What's on it, besides cheese?"
411282022,2.9426182681212905,0.9729323308270676,0.41912367252690885,2,"['The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is orange.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is orange.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.', 'The vegetable on the pizza is red.']","[-0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -2.008380651473999, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -2.008380651473999, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047, -0.2575511932373047]",What color is the vegetable on the pizza?
411330001,2.510814125533412,0.6824651733327903,1.313185956388952,9,"['There are two slices of pizza being served on a plate.', 'There are two slices of pizza being served in the image.', 'There are two slices of pizza being served on the plates.', 'There are two slices of pizza being served on the plate.', 'There are two slices being served on the plate.', 'Two slices of pizza are being served.', 'There are two slices of pizza being served.', 'There are two slices of pizza being served.', 'There are two slices of pizza being served.', 'There is one slice of pizza being served on the plate.', 'There are two slices of pizza being served in the image.', 'There are two slices being served from the pizza.', 'There are two slices of pizza being served on a black platter.', 'There are two slices of pizza being served on the plates.', 'There are two slices of pizza being served.', '1 slice of pizza is being served in the image.', 'There are three slices of pizza being served on the black plates.', 'There are two slices of pizza being served on the table.', 'Answer: 2', 'There are two slices of pizza being served in the image.']","[-2.6538379192352295, -1.7992136478424072, -3.162752389907837, -3.168278932571411, -6.061734676361084, -3.9559855461120605, -2.0320026874542236, -2.0320026874542236, -2.0320026874542236, -8.767838478088379, -1.7992136478424072, -3.0553762912750244, -6.537817001342773, -3.162752389907837, -2.0320026874542236, -8.54418659210205, -8.442989349365234, -4.160179615020752, -3.4907541275024414, -1.7992136478424072]",How many slices are being served?
411754000,1.878292980844167,0.657056622683382,1.8128126635786832,15,"['The man on the left is sitting on a bench.', 'The man on the left is sitting, and he is looking at the man in the red shirt.', 'The man on the left is sitting on a bench, reading a book.', 'The man on the left is sitting in a chair and looking down.', 'The man on the left is sitting down with his legs crossed, possibly waiting for someone or just observing his surroundings.', ""The man on the left is sitting down, and he's holding a fork in his hand."", 'The man on the left is sitting down, looking at a cell phone, and possibly texting.', 'The man on the left is sitting down in a public area, looking at his cell phone.', 'The man on the left is sitting and looking at his cell phone.', 'The man on the left is sitting down.', 'The man on the left is sitting down, wearing a red shirt, and looking at his cell phone.', 'The man on the left is sitting down and using a cell phone.', 'The man on the left is sitting and looking at his phone.', 'The man on the left is sitting down, wearing glasses, and looking at his cell phone.', 'The man on the left is sitting down and looking at his cell phone.', 'The man on the left is sitting down while looking at his cellphone.', 'The man on the left is sitting down, holding a white pen in his hand, and looking at his cell phone.', 'The man on the left is sitting and talking on his cell phone.', 'The man on the left is sitting down and reading a book.', 'The man on the left is sitting and using his cell phone.']","[-4.925309181213379, -17.265792846679688, -8.079561233520508, -6.922191619873047, -14.577186584472656, -16.100587844848633, -6.678948402404785, -8.83633041381836, -3.6652681827545166, -3.8223843574523926, -4.769045829772949, -5.973206996917725, -6.399807453155518, -4.753716468811035, -2.5630836486816406, -10.553823471069336, -15.857002258300781, -5.890048503875732, -3.3657593727111816, -5.720058441162109]",What's the man on the left doing?
