question_id,grounding_grounding_sam,grounding_grounding_sam_processed,grounding_grounding_sam_mean,grounding_qwen_vl,grounding_qwen_vl_processed,grounding_qwen_vl_mean,grounding_llama32_11b,grounding_llama32_11b_processed,grounding_llama32_11b_mean,grounding_clip,grounding_clip_processed,grounding_clip_mean
54679002,"[0.7927852869033813, 0.8103289008140564, 0.7927852869033813, 0.8103289008140564, 0.7927852869033813, 0.7927852869033813, 0.7927852869033813, 0.7927852869033813, 0.8103289008140564, 0.8103289008140564, 0.7927852869033813, 0.8393393158912659, 0.7927852869033813, 0.8393393158912659, 0.8103289008140564, 0.8433797955513, 0.7927852869033813, 0.7927852869033813, 0.8480936288833618, 0.7927852869033813]","[0.7927852869033813, 0.8103289008140564, 0.7927852869033813, 0.8103289008140564, 0.7927852869033813, 0.7927852869033813, 0.7927852869033813, 0.7927852869033813, 0.8103289008140564, 0.8103289008140564, 0.7927852869033813, 0.8393393158912659, 0.7927852869033813, 0.8393393158912659, 0.8103289008140564, 0.8433797955513, 0.7927852869033813, 0.7927852869033813, 0.8480936288833618, 0.7927852869033813]",0.8071217358112335,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'no', 'no', 'yes', 'no']",0.2,,,,"[26.464344024658203, 26.45779800415039, 26.464344024658203, 26.45779800415039, 26.464344024658203, 26.464344024658203, 26.464344024658203, 26.464344024658203, 26.45779800415039, 26.45779800415039, 26.464344024658203, 25.630586624145508, 26.464344024658203, 25.630586624145508, 26.45779800415039, 24.3288631439209, 26.464344024658203, 26.464344024658203, 25.304824829101562, 26.464344024658203]","[26.464344024658203, 26.45779800415039, 26.464344024658203, 26.45779800415039, 26.464344024658203, 26.464344024658203, 26.464344024658203, 26.464344024658203, 26.45779800415039, 26.45779800415039, 26.464344024658203, 25.630586624145508, 26.464344024658203, 25.630586624145508, 26.45779800415039, 24.3288631439209, 26.464344024658203, 26.464344024658203, 25.304824829101562, 26.464344024658203]",26.214581775665284
54959000,"[0.16830945014953613, 0.42763569951057434, 0.6137576103210449, 0.1792430430650711, 0.16830945014953613, 0.32874488830566406, 0.45919734239578247, 0.35376301407814026, 0.4192317724227905, 0.3919876515865326, 0.2297079712152481, 0.32874488830566406, 0.45410898327827454, 0.32874488830566406, 0.22507576644420624, 0.6137576103210449, 0.3900110721588135, 0.38612666726112366, 0.39606815576553345, 0.2544163167476654]","[0.16830945014953613, 0.42763569951057434, 0.6137576103210449, 0.1792430430650711, 0.16830945014953613, 0.32874488830566406, 0.45919734239578247, 0.35376301407814026, 0.4192317724227905, 0.3919876515865326, 0.2297079712152481, 0.32874488830566406, 0.45410898327827454, 0.32874488830566406, 0.22507576644420624, 0.6137576103210449, 0.3900110721588135, 0.38612666726112366, 0.39606815576553345, 0.2544163167476654]",0.3558471120893955,"['Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.05,,,,"[22.23102378845215, 30.739957809448242, 29.087364196777344, 22.815662384033203, 22.23102378845215, 21.51828384399414, 31.565547943115234, 20.98621368408203, 27.94664764404297, 22.019115447998047, 22.068496704101562, 21.51828384399414, 28.515052795410156, 21.51828384399414, 21.383731842041016, 29.087364196777344, 27.387428283691406, 23.217111587524414, 28.199268341064453, 22.32436180114746]","[22.23102378845215, 30.739957809448242, 29.087364196777344, 22.815662384033203, 22.23102378845215, 21.51828384399414, 31.565547943115234, 20.98621368408203, 27.94664764404297, 22.019115447998047, 22.068496704101562, 21.51828384399414, 28.515052795410156, 21.51828384399414, 21.383731842041016, 29.087364196777344, 27.387428283691406, 23.217111587524414, 28.199268341064453, 22.32436180114746]",24.81801118850708
55066000,"[0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40250954031944275, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147]","[0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147, 0.40250954031944275, 0.40233340859413147, 0.40233340859413147, 0.40233340859413147]",0.40234221518039703,"['Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes']",0.95,,,,"[29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.990846633911133, 29.265140533447266, 29.265140533447266, 29.265140533447266]","[29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.265140533447266, 29.990846633911133, 29.265140533447266, 29.265140533447266, 29.265140533447266]",29.301425838470458
55545002,"[0.7238954305648804, 0.7238954305648804, 0.6447844505310059, 0.7238954305648804, 0.5283812880516052, 0.7238954305648804, 0.6103373169898987, 0.5761246681213379, 0.7030400037765503, 0.7238954305648804, 0.5258862376213074, 0.6356748938560486, 0.7073035836219788, 0.7238954305648804, 0.5968444347381592, 0.6530162692070007, 0.7238954305648804, 0.7238954305648804, 0.5201002359390259, 0.6984323263168335]","[0.7238954305648804, 0.7238954305648804, 0.6447844505310059, 0.7238954305648804, 0.5283812880516052, 0.7238954305648804, 0.6103373169898987, 0.5761246681213379, 0.7030400037765503, 0.7238954305648804, 0.5258862376213074, 0.6356748938560486, 0.7073035836219788, 0.7238954305648804, 0.5968444347381592, 0.6530162692070007, 0.7238954305648804, 0.7238954305648804, 0.5201002359390259, 0.6984323263168335]",0.6595544576644897,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,,,,"[29.037050247192383, 29.037050247192383, 26.005203247070312, 29.037050247192383, 30.110109329223633, 29.037050247192383, 30.04404067993164, 29.49677085876465, 27.687744140625, 29.037050247192383, 31.57811737060547, 26.03805923461914, 25.925630569458008, 29.037050247192383, 29.16480827331543, 27.464336395263672, 29.037050247192383, 29.037050247192383, 24.045063018798828, 24.01476287841797]","[29.037050247192383, 29.037050247192383, 26.005203247070312, 29.037050247192383, 30.110109329223633, 29.037050247192383, 30.04404067993164, 29.49677085876465, 27.687744140625, 29.037050247192383, 31.57811737060547, 26.03805923461914, 25.925630569458008, 29.037050247192383, 29.16480827331543, 27.464336395263672, 29.037050247192383, 29.037050247192383, 24.045063018798828, 24.01476287841797]",28.19355239868164
56373012,"[0.5143164396286011, 0.662687361240387, 0.7900447249412537, 0.45780324935913086, 0.5143164396286011, 0.5143164396286011, 0.38018348813056946, 0.5389528870582581, 0.4546840190887451, 0.3349156379699707, 0.6696367859840393, 0.41869693994522095, 0.4448360502719879, 0.5143164396286011, 0.6617043018341064, 0.5143164396286011, 0.4797779321670532, 0.5216691493988037, 0.389430433511734, 0.3589146137237549]","[0.5143164396286011, 0.662687361240387, 0.7900447249412537, 0.45780324935913086, 0.5143164396286011, 0.5143164396286011, 0.38018348813056946, 0.5389528870582581, 0.4546840190887451, 0.3349156379699707, 0.6696367859840393, 0.41869693994522095, 0.4448360502719879, 0.5143164396286011, 0.6617043018341064, 0.5143164396286011, 0.4797779321670532, 0.5216691493988037, 0.389430433511734, 0.3589146137237549]",0.506775988638401,"['Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>']","['yes', 'no', 'no', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes']",0.7,,,,"[18.45965003967285, 30.574298858642578, 30.119478225708008, 30.683385848999023, 18.45965003967285, 18.45965003967285, 29.204193115234375, 28.636943817138672, 27.042705535888672, 27.79408073425293, 29.546531677246094, 28.320199966430664, 31.08446502685547, 18.45965003967285, 27.677885055541992, 18.45965003967285, 30.9327335357666, 27.906713485717773, 29.172874450683594, 30.010133743286133]","[18.45965003967285, 30.574298858642578, 30.119478225708008, 30.683385848999023, 18.45965003967285, 18.45965003967285, 29.204193115234375, 28.636943817138672, 27.042705535888672, 27.79408073425293, 29.546531677246094, 28.320199966430664, 31.08446502685547, 18.45965003967285, 27.677885055541992, 18.45965003967285, 30.9327335357666, 27.906713485717773, 29.172874450683594, 30.010133743286133]",26.550243663787843
56504003,"[0.1916300505399704, 0.47769126296043396, 0.47769126296043396, 0.18520919978618622, 0.4764578342437744, 0.48624008893966675, 0.47769126296043396, 0.5342176556587219, 0.6962682008743286, 0.4716034531593323, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396, 0.5001503229141235, 0.1916300505399704, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396]","[0.1916300505399704, 0.47769126296043396, 0.47769126296043396, 0.18520919978618622, 0.4764578342437744, 0.48624008893966675, 0.47769126296043396, 0.5342176556587219, 0.6962682008743286, 0.4716034531593323, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396, 0.5001503229141235, 0.1916300505399704, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396, 0.47769126296043396]",0.4494005374610424,"['Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,,,,"[17.891162872314453, 23.858476638793945, 23.858476638793945, 17.807598114013672, 23.692699432373047, 23.156352996826172, 23.858476638793945, 24.385543823242188, 31.637447357177734, 31.009260177612305, 23.858476638793945, 23.858476638793945, 23.858476638793945, 24.95403289794922, 17.891162872314453, 23.858476638793945, 23.858476638793945, 23.858476638793945, 23.858476638793945, 23.858476638793945]","[17.891162872314453, 23.858476638793945, 23.858476638793945, 17.807598114013672, 23.692699432373047, 23.156352996826172, 23.858476638793945, 24.385543823242188, 31.637447357177734, 31.009260177612305, 23.858476638793945, 23.858476638793945, 23.858476638793945, 24.95403289794922, 17.891162872314453, 23.858476638793945, 23.858476638793945, 23.858476638793945, 23.858476638793945, 23.858476638793945]",23.743425178527833
58070000,"[0.5106490254402161, 0.25534364581108093, 0.7137309908866882, 0.4893204867839813, 0.25534364581108093, 0.48239865899086, 0.4442934989929199, 0.5052907466888428, 0.25534364581108093, 0.4843648374080658, 0.4843648374080658, 0.4840752184391022, 0.5495499968528748, 0.4940226972103119, 0.49187538027763367, 0.7137309908866882, 0.6042821407318115, 0.40615513920783997, 0.7137309908866882, 0.25534364581108093]","[0.5106490254402161, 0.25534364581108093, 0.7137309908866882, 0.4893204867839813, 0.25534364581108093, 0.48239865899086, 0.4442934989929199, 0.5052907466888428, 0.25534364581108093, 0.4843648374080658, 0.4843648374080658, 0.4840752184391022, 0.5495499968528748, 0.4940226972103119, 0.49187538027763367, 0.7137309908866882, 0.6042821407318115, 0.40615513920783997, 0.7137309908866882, 0.25534364581108093]",0.4796605110168457,"['Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['yes', 'no', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'no', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'no']",0.45,,,,"[29.828266143798828, 17.770469665527344, 21.223480224609375, 28.64559555053711, 17.770469665527344, 26.677459716796875, 22.201814651489258, 32.102420806884766, 17.770469665527344, 27.845937728881836, 27.845937728881836, 27.204843521118164, 29.571386337280273, 27.800548553466797, 28.165000915527344, 21.223480224609375, 29.59083366394043, 26.872005462646484, 21.223480224609375, 17.770469665527344]","[29.828266143798828, 17.770469665527344, 21.223480224609375, 28.64559555053711, 17.770469665527344, 26.677459716796875, 22.201814651489258, 32.102420806884766, 17.770469665527344, 27.845937728881836, 27.845937728881836, 27.204843521118164, 29.571386337280273, 27.800548553466797, 28.165000915527344, 21.223480224609375, 29.59083366394043, 26.872005462646484, 21.223480224609375, 17.770469665527344]",24.955218505859374
58483003,"[0.8927496671676636, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.8904848694801331, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505]","[0.8927496671676636, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.8904848694801331, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505, 0.9005298018455505]",0.8996385484933853,"['Yes<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['yes', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.05,,,,"[30.644195556640625, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 31.04676628112793, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195]","[30.644195556640625, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 31.04676628112793, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195, 29.444963455200195]",29.585015201568602
58520000,"[0.7716715335845947, 0.7716715335845947, 0.860720694065094, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.860720694065094, 0.860720694065094, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.860720694065094, 0.7716715335845947, 0.860720694065094, 0.7716715335845947]","[0.7716715335845947, 0.7716715335845947, 0.860720694065094, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.860720694065094, 0.860720694065094, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.7716715335845947, 0.860720694065094, 0.7716715335845947, 0.860720694065094, 0.7716715335845947]",0.7939338237047195,"['No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>', 'No<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",0.0,,,,"[22.24039649963379, 22.24039649963379, 22.589332580566406, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.589332580566406, 22.589332580566406, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.589332580566406, 22.24039649963379, 22.589332580566406, 22.24039649963379]","[22.24039649963379, 22.24039649963379, 22.589332580566406, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.589332580566406, 22.589332580566406, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.24039649963379, 22.589332580566406, 22.24039649963379, 22.589332580566406, 22.24039649963379]",22.327630519866943
59325000,"[0.4931759238243103, 0.4335017800331116, 0.3885599970817566, 0.3565586805343628, 0.5073198676109314, 0.3473156988620758, 0.35745537281036377, 0.4531710743904114, 0.4175683259963989, 0.44257625937461853, 0.32487764954566956, 0.3631950318813324, 0.39146408438682556, 0.37817198038101196, 0.4326026439666748, 0.3786888122558594, 0.5231615304946899, 0.38931432366371155, 0.38786423206329346, 0.4119977653026581]","[0.4931759238243103, 0.4335017800331116, 0.3885599970817566, 0.3565586805343628, 0.5073198676109314, 0.3473156988620758, 0.35745537281036377, 0.4531710743904114, 0.4175683259963989, 0.44257625937461853, 0.32487764954566956, 0.3631950318813324, 0.39146408438682556, 0.37817198038101196, 0.4326026439666748, 0.3786888122558594, 0.5231615304946899, 0.38931432366371155, 0.38786423206329346, 0.4119977653026581]",0.40892705172300337,"['Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'yes', 'no', 'no']",0.1,,,,"[27.82415771484375, 28.331283569335938, 30.832260131835938, 29.58415412902832, 28.955062866210938, 29.801713943481445, 28.639333724975586, 28.092771530151367, 26.23988914489746, 31.323272705078125, 29.054052352905273, 27.23314094543457, 29.676998138427734, 32.16645050048828, 29.6260986328125, 28.37583351135254, 29.916053771972656, 29.509008407592773, 29.929960250854492, 28.769641876220703]","[27.82415771484375, 28.331283569335938, 30.832260131835938, 29.58415412902832, 28.955062866210938, 29.801713943481445, 28.639333724975586, 28.092771530151367, 26.23988914489746, 31.323272705078125, 29.054052352905273, 27.23314094543457, 29.676998138427734, 32.16645050048828, 29.6260986328125, 28.37583351135254, 29.916053771972656, 29.509008407592773, 29.929960250854492, 28.769641876220703]",29.194056892395018
63848001,"[0.6872103214263916, 0.7829945087432861, 0.7799928784370422, 0.5227808356285095, 0.5693140029907227, 0.6506892442703247, 0.5362218022346497, 0.5262818932533264, 0.46982431411743164, 0.6569884419441223, 0.6829967498779297, 0.6092336177825928, 0.6132365465164185, 0.5901888608932495, 0.6697448492050171, 0.5959041118621826, 0.5142250061035156, 0.5910742878913879, 0.5243033170700073, 0.6123096346855164]","[0.6872103214263916, 0.7829945087432861, 0.7799928784370422, 0.5227808356285095, 0.5693140029907227, 0.6506892442703247, 0.5362218022346497, 0.5262818932533264, 0.46982431411743164, 0.6569884419441223, 0.6829967498779297, 0.6092336177825928, 0.6132365465164185, 0.5901888608932495, 0.6697448492050171, 0.5959041118621826, 0.5142250061035156, 0.5910742878913879, 0.5243033170700073, 0.6123096346855164]",0.6092757612466813,"['Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>']","['no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'yes']",0.75,,,,"[30.94989013671875, 31.385061264038086, 26.772762298583984, 24.253299713134766, 24.685775756835938, 29.20379638671875, 30.18701171875, 29.664531707763672, 30.540973663330078, 27.78859519958496, 29.465848922729492, 26.76132583618164, 25.29199981689453, 25.61226463317871, 31.11587142944336, 31.417577743530273, 27.791213989257812, 28.107952117919922, 31.010330200195312, 28.14866828918457]","[30.94989013671875, 31.385061264038086, 26.772762298583984, 24.253299713134766, 24.685775756835938, 29.20379638671875, 30.18701171875, 29.664531707763672, 30.540973663330078, 27.78859519958496, 29.465848922729492, 26.76132583618164, 25.29199981689453, 25.61226463317871, 31.11587142944336, 31.417577743530273, 27.791213989257812, 28.107952117919922, 31.010330200195312, 28.14866828918457]",28.50773754119873
64264009,"[0.6788594722747803, 0.703345775604248, 0.6428809762001038, 0.7610060572624207, 0.8502200841903687, 0.9103862047195435, 0.8290773034095764, 0.7249676585197449, 0.7050747871398926, 0.6459020376205444, 0.6018860936164856, 0.9135223627090454, 0.8097277879714966, 0.8698251843452454, 0.646683394908905, 0.7687332034111023, 0.8323729634284973, 0.513676106929779, 0.6913931965827942, 0.7725306749343872]","[0.6788594722747803, 0.703345775604248, 0.6428809762001038, 0.7610060572624207, 0.8502200841903687, 0.9103862047195435, 0.8290773034095764, 0.7249676585197449, 0.7050747871398926, 0.6459020376205444, 0.6018860936164856, 0.9135223627090454, 0.8097277879714966, 0.8698251843452454, 0.646683394908905, 0.7687332034111023, 0.8323729634284973, 0.513676106929779, 0.6913931965827942, 0.7725306749343872]",0.7436035662889481,"['Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>', 'No<|im_end|>', 'Not sure<|im_end|>', 'Yes<|im_end|>', 'Yes<|im_end|>']","['yes', 'yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'no', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'no', 'no', 'yes', 'yes']",0.65,,,,"[27.925914764404297, 32.081058502197266, 28.32351303100586, 32.01464080810547, 30.758874893188477, 28.912479400634766, 29.737028121948242, 28.311115264892578, 30.706050872802734, 28.542972564697266, 28.005828857421875, 32.45646286010742, 29.12035369873047, 30.72616195678711, 28.034597396850586, 29.69488525390625, 32.42009735107422, 33.248565673828125, 28.072786331176758, 30.837968826293945]","[27.925914764404297, 32.081058502197266, 28.32351303100586, 32.01464080810547, 30.758874893188477, 28.912479400634766, 29.737028121948242, 28.311115264892578, 30.706050872802734, 28.542972564697266, 28.005828857421875, 32.45646286010742, 29.12035369873047, 30.72616195678711, 28.034597396850586, 29.69488525390625, 32.42009735107422, 33.248565673828125, 28.072786331176758, 30.837968826293945]",29.996567821502687
